SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533022,20 MICRONS  ,B ,Q,65.40,65.40,61.90,62.65,62.65,62.15,525,101004,6358927.00,
526921,21ST CEN.MGM,B ,Q,8.09,9.00,8.01,8.69,8.71,8.18,38,6137,51852.00,
532628,3I INFOTECH ,B ,Q,14.29,16.40,14.20,16.22,16.22,14.16,7435,2561152,39874481.00,
523395,3M INDIA LTD,B ,Q,3721.00,3774.85,3677.15,3688.65,3690.00,3721.00,29,108,399777.00,
590116,7SEAS TECH  ,B ,Q,39.65,39.65,37.00,39.45,39.50,38.40,5,193,7616.00,
512161,8KMILES     ,T ,Q,45.70,45.70,42.00,42.00,42.00,43.85,2,150,6485.00,
530499,A.K.CAPITAL ,B ,Q,180.00,195.00,180.00,192.30,193.00,179.40,62,1532,289752.00,
500009,A.SARABHAI  ,T ,Q,4.16,4.20,4.05,4.18,4.20,4.00,33,13437,55734.00,
531190,A.V.COTTEX  ,B ,Q,16.85,16.85,16.85,16.85,16.85,16.05,4,1300,21905.00,
533292,A2ZMES      ,B ,Q,90.90,98.45,90.20,92.30,92.30,89.65,11062,1025330,96765708.00,
530027,AADI INDUS L,T ,Q,8.89,8.95,8.49,8.86,8.94,8.67,30,46468,400042.00,
533412,AANJANEYA   ,B ,Q,498.70,499.70,451.25,481.65,481.65,492.60,1509,28354,13841445.00,
524412,AAREY DRUGS ,B ,Q,16.95,16.95,16.25,16.30,16.55,16.55,35,4897,80102.00,
524348,AARTI DRUGS ,B ,Q,82.00,86.30,82.00,85.85,84.70,80.45,193,2639,225573.00,
524208,AARTI INDUST,B ,Q,47.95,49.70,47.65,49.40,49.60,47.60,212,38949,1891565.00,
514274,AARVEE DENIM,B ,Q,30.50,31.40,30.50,31.40,31.05,30.20,14,258,7988.00,
523204,ABAN OFFSHO ,B ,Q,363.00,377.90,363.00,375.70,375.70,360.60,4159,131304,48831827.00,
700099,ABANOFFSH   ,B ,P,506.16,506.16,506.16,506.16,506.16,421.80,1,5,2530.00,
500002,ABB LTD.    ,A ,Q,606.55,623.90,605.90,620.60,620.60,601.15,1282,20202,12431898.00,
500488,ABBOTT (I)  ,B ,Q,1431.00,1471.00,1430.00,1462.25,1470.00,1443.00,154,1872,2711321.00,
520123,ABC INDIA   ,B ,Q,108.00,109.45,107.00,107.90,107.40,110.30,5,224,24326.00,
532937,ABC PAPER   ,B ,Q,27.00,29.50,27.00,27.25,27.25,26.40,4,130,3568.00,
500057,ABCIL       ,B ,Q,80.75,82.00,79.00,81.65,81.65,79.70,56,1182,95156.00,
520155,ABG INFRALOG,T ,Q,222.00,238.00,222.00,232.55,233.00,229.70,32,2057,477386.00,
532682,ABG SHIPYARD,B ,Q,393.90,393.90,391.50,392.45,392.45,392.75,487,35742,14052185.00,
532831,ABHI CORP LT,B ,Q,7.74,7.74,7.00,7.65,7.65,7.25,43,12880,93800.00,
511756,ABIRAMI FIN.,B ,Q,10.38,10.38,10.38,10.38,10.38,10.12,1,5,51.00,
531161,ABM KNOWLEDG,B ,Q,73.00,73.80,72.25,73.80,73.80,71.50,30,3465,253993.00,
532974,ABML        ,B ,Q,11.10,12.25,10.45,12.25,12.25,11.38,114,36599,403911.00,
500410,ACC LTD     ,A ,Q,1108.30,1123.65,1101.00,1115.80,1115.80,1099.95,1174,52920,59075224.00,
532774,ACCEL FRONTL,B ,Q,37.55,38.50,37.55,38.35,38.50,37.30,31,2026,77424.00,
517494,ACCEL TRANS ,B ,Q,11.97,11.97,11.53,11.80,11.80,11.15,7,482,5698.00,
531897,ACCENT TECH ,B ,Q,59.00,65.45,59.00,62.95,62.95,58.10,123,8213,510226.00,
526347,ACCLAIM IND ,T ,Q,33.50,33.50,33.50,33.50,33.50,34.60,1,100,3350.00,
530513,ACCURATE TRA,T ,Q,48.00,48.00,43.75,46.00,46.00,46.00,55,2542,113070.00,
530093,ACE INDIA LT,T ,Q,17.10,18.45,17.00,18.45,18.45,17.60,6,450,7894.00,
517356,ACI INFOCOM ,B ,Q,47.60,50.70,47.50,48.95,48.95,48.35,24,8390,404461.00,
530901,ACIL        ,T ,Q,0.32,0.32,0.32,0.32,0.32,0.32,2,116,37.00,
530043,ACKNIT IND  ,B ,Q,21.90,23.00,21.90,23.00,23.00,22.90,2,101,2268.00,
533330,ACROPET TEC ,B ,Q,14.00,14.81,13.50,14.81,14.81,13.47,195,1397796,18950653.00,
513149,ACROW INDIA ,B ,Q,108.50,108.50,108.50,108.50,108.50,106.90,1,58,6293.00,
524091,ACRYCIL LTD.,B ,Q,97.00,102.00,97.00,99.50,99.50,97.00,21,2150,216033.00,
532762,ACTION CONST,B ,Q,29.60,30.70,29.35,30.25,30.25,29.05,377,38822,1167996.00,
511706,ACTION FIN. ,T ,Q,24.95,25.00,24.95,25.00,25.00,24.40,3,50100,1252495.00,
512599,ADANI ENTER ,A ,Q,268.70,285.00,268.25,283.40,283.40,268.20,7054,276107,77067876.00,
533096,ADANI POWER ,A ,Q,65.80,69.60,65.80,69.10,69.10,65.35,2402,237190,16146524.00,
526711,ADARSH PLANT,B ,Q,5.30,5.70,5.24,5.24,5.24,5.50,3,27,153.00,
523411,ADCINDIA    ,B ,Q,121.80,121.80,120.00,120.55,120.55,119.30,35,2087,251928.00,
519183,ADF FOODS LT,B ,Q,55.20,56.20,55.15,55.95,56.15,55.50,22,899,50279.00,
532727,ADHUNIK MET ,B ,Q,39.90,40.00,38.50,39.70,39.70,37.70,553,37755,1487082.00,
500303,ADI BIR NUVO,A ,Q,760.00,767.00,756.95,761.95,761.95,753.15,353,4622,3527551.00,
531592,ADI RASAYAN ,T ,Q,7.71,7.71,7.71,7.71,7.71,8.11,1,200,1542.00,
530117,ADIFINCHM   ,B ,Q,50.00,52.00,50.00,51.00,52.00,51.60,14,18603,949000.00,
590088,ADINATH BIO ,T ,Q,1.16,1.20,1.15,1.19,1.17,1.20,18,7009,8210.00,
522150,ADITYA FORGE,T ,Q,6.50,6.50,6.03,6.03,6.03,6.34,2,200,1253.00,
513513,ADITYA ISPAT,B ,Q,6.00,6.30,5.97,6.01,6.01,6.28,9,1259,7662.00,
511359,AD-MANUM FIN,B ,Q,24.15,26.30,24.15,26.30,26.30,25.05,3,70,1838.00,
530431,ADOR FONTECH,B ,Q,86.05,90.20,86.05,89.90,90.00,88.90,31,1756,157363.00,
523120,ADOR MULTI. ,T ,Q,13.49,13.49,13.49,13.49,13.49,12.85,2,253,3412.00,
517041,ADORWELDING ,B ,Q,138.00,143.00,132.00,133.30,133.30,137.65,274,5979,820774.00,
531047,ADV POWER   ,T ,Q,5.70,5.70,5.42,5.70,5.70,5.70,4,121,656.00,
512149,ADVANCE TECH,B ,Q,0.16,0.16,0.16,0.16,0.16,0.17,75,633244,101319.00,
517552,ADVANCED MIC,B ,Q,29.75,29.75,28.60,29.45,29.50,29.95,23,2312,68355.00,
523269,ADVANI HOTEL,B ,Q,34.85,34.85,34.85,34.85,34.85,32.05,2,10,348.00,
532840,ADVANTA     ,B ,Q,268.40,274.00,257.05,258.75,258.75,268.40,4165,159674,42706637.00,
531429,ADVENT COMP.,B ,Q,4.39,4.39,4.27,4.27,4.27,4.19,6,279,1203.00,
531686,ADVIK LABORS,B ,Q,4.00,4.00,3.35,3.83,3.83,3.69,8,11581,42576.00,
500003,AEGIS LOGIS ,B ,Q,119.55,124.00,119.55,123.75,123.75,118.90,236,6766,831661.00,
503655,AEONIAN PUB ,B ,Q,112.00,112.00,112.00,112.00,112.00,109.90,1,50,5600.00,
530707,AFTEK LTD   ,B ,Q,11.40,11.90,11.35,11.51,11.51,11.33,576,185643,2158842.00,
531921,AGAR IND COR,T ,Q,112.00,112.00,106.50,106.95,109.50,108.00,15,383,41386.00,
503675,AGARWAL HOLD,T ,Q,165.00,165.00,165.00,165.00,165.00,160.00,1,25,4125.00,
500463,AGCNET      ,B ,Q,124.05,133.30,124.00,126.50,126.15,129.35,48,1132,146377.00,
516020,AGIO PAPER  ,B ,Q,6.00,6.00,6.00,6.00,6.00,5.75,1,100,600.00,
533296,AGRE DEVELO ,B ,Q,26.50,29.20,26.50,28.30,28.00,28.30,22,1365,39140.00,
519281,AGRO DUTCH I,B ,Q,5.65,5.84,5.50,5.76,5.70,5.60,68,15800,88860.00,
500215,AGRO TECH FO,B ,Q,400.00,404.90,398.10,399.35,402.00,397.10,151,2963,1192289.00,
533314,AGS INFO    ,B ,Q,20.60,20.60,20.60,20.60,20.60,19.65,9,1800,37080.00,
524448,AHLCON PAREN,B ,Q,119.00,119.00,117.00,117.15,117.00,118.80,17,1565,185337.00,
532811,AHLUWALIA CO,B ,Q,58.50,67.25,58.00,64.50,64.50,57.95,289,10832,665956.00,
513335,AHMED.FORG  ,B ,Q,120.55,127.35,115.35,117.15,117.15,116.20,2551,132659,16356656.00,
532683,AIAENGINEER ,B ,Q,280.00,290.00,275.10,282.65,284.00,280.00,58,728,205897.00,
524288,AIMCO PESTI.,B ,Q,8.10,8.16,8.10,8.16,8.16,7.80,6,95,775.00,
532975,AISHWARYA TE,B ,Q,8.10,8.10,7.67,8.02,7.86,7.82,24,6087,48438.00,
532331,AJANTA PHARM,B ,Q,312.00,317.90,307.70,311.00,309.05,306.75,315,7853,2461568.00,
519216,AJANTA SOYA ,B ,Q,10.79,10.79,10.45,10.69,10.69,10.41,7,1424,15121.00,
511692,AJCON GLOBAL,B ,Q,12.80,14.00,12.27,13.23,13.50,12.91,69,14152,181440.00,
530713,AJEL        ,B ,Q,5.65,6.00,5.60,5.67,5.99,5.89,13,1977,11159.00,
513349,AJMERA      ,B ,Q,114.90,120.00,114.90,117.05,117.05,113.65,448,21061,2478735.00,
526628,AJWA FUN WOR,T ,Q,9.00,9.00,9.00,9.00,9.00,8.80,1,100,900.00,
530135,AKANKSH CEL ,B ,Q,19.75,19.75,19.75,19.75,19.75,20.55,1,10,197.00,
530621,AKAR TOOLS L,B ,Q,35.50,37.50,35.50,37.00,36.35,35.90,26,28885,1046113.00,
531838,AKL SOFT INF,T ,Q,1.77,1.77,1.77,1.77,1.77,1.69,4,900,1593.00,
532351,AKSH OPTIFIB,B ,Q,6.90,7.95,6.00,6.95,6.95,6.94,95,76930,538455.00,
524598,AKSHARCHEM I,B ,Q,26.65,28.50,26.65,28.00,26.65,28.00,8,167,4470.00,
500710,AKZOINDIA   ,B ,Q,773.40,778.00,771.40,774.55,774.55,779.65,52,446,345009.00,
524075,ALBERT DAVID,B ,Q,87.00,89.90,86.95,89.40,89.50,86.25,48,2416,215018.00,
506230,ALBR & WILSO,B ,Q,361.00,368.45,361.00,368.45,368.45,365.95,7,90,32963.00,
531409,ALCH CORP   ,T ,Q,7.35,7.35,7.35,7.35,7.35,7.02,1,1000,7350.00,
526707,ALCHEMIST LT,B ,Q,66.90,66.90,66.90,66.90,66.90,70.40,43,2075,138817.00,
533573,ALEM PHARMA ,B ,Q,36.70,38.50,36.70,37.85,37.85,37.00,136,11350,426168.00,
506235,ALEMBIC LTD.,B ,Q,14.90,15.15,14.30,14.81,14.81,14.43,238,23077,341316.00,
505885,ALFA LAVAL  ,B ,Q,2370.00,2742.00,2370.00,2710.85,2710.85,2369.70,12416,135015,358345163.00,
517546,ALFA TRANSFO,B ,Q,20.00,20.00,18.75,19.75,18.75,19.35,5,122,2412.00,
505216,ALFRED HERB ,B ,Q,202.85,208.00,202.50,208.00,208.00,203.00,7,1752,354816.00,
531147,ALICON      ,B ,Q,68.50,69.50,63.55,65.10,65.10,68.45,16,771,51429.00,
530889,ALKA INDIA  ,B ,Q,0.21,0.21,0.20,0.20,0.20,0.20,29,27190,5658.00,
532166,ALKA SECUR. ,T ,Q,0.48,0.48,0.44,0.48,0.48,0.46,8,4251,2000.00,
533029,ALKALI      ,B ,Q,32.00,33.25,32.00,32.90,32.90,31.20,262,1895,62237.00,
506767,ALKYL AMINES,B ,Q,82.00,84.50,81.65,82.80,82.40,80.05,7,380,31453.00,
532480,ALLAHABAD BK,A ,Q,133.20,136.90,132.50,136.05,136.05,132.10,1808,100343,13535529.00,
532749,ALLCARGO    ,B ,Q,129.50,132.65,129.50,132.00,132.00,132.15,28,171,22531.00,
532919,ALLIED COMP ,T ,Q,1.77,1.77,1.68,1.77,1.77,1.69,29,6380,11159.00,
532875,ALLIED DIGIT,B ,Q,21.40,22.45,20.25,22.45,22.45,20.45,187,19560,431447.00,
532633,ALLSEC TECH ,B ,Q,12.40,12.40,11.00,11.20,11.20,11.20,67,27848,307714.00,
511589,ALMONDZ CMS ,B ,Q,12.60,12.60,12.60,12.60,12.60,12.00,1,300,3780.00,
531400,ALMONDZ GLO ,B ,Q,13.50,15.00,12.55,13.25,13.25,13.40,11,364,5112.00,
521070,ALOK INDS.  ,B ,Q,18.15,18.75,18.10,18.60,18.60,18.10,3040,5927056,108452774.00,
532878,ALPA LAB    ,B ,Q,6.99,7.00,6.76,6.81,6.80,6.72,51,13202,90461.00,
531720,ALPHA GRAPHI,T ,Q,48.70,50.80,48.50,50.80,49.05,50.90,13,20126,1019892.00,
531247,ALPHA HI-TEC,T ,Q,2.18,2.18,2.15,2.15,2.15,2.26,16,16174,34775.00,
526397,ALPHAGEO (I),B ,Q,65.00,68.80,64.00,67.30,66.25,63.45,496,3599,239764.00,
526519,ALPINE HSG. ,B ,Q,15.50,15.61,15.50,15.61,15.61,15.25,3,999,15503.00,
530715,ALPS INDS.  ,B ,Q,2.35,2.40,2.20,2.30,2.32,2.24,52,8196,18610.00,
532309,ALSTOM POWER,A ,Q,331.70,341.80,330.75,340.25,340.25,327.90,1781,43153,14618551.00,
524634,ALU FLUORIDE,B ,Q,8.52,8.97,8.52,8.97,8.97,8.96,3,286,2501.00,
513309,ALUM IND EX ,B ,Q,9.90,9.90,9.75,9.75,9.75,10.00,2,100,976.00,
500008,AMAR RAJA BA,B ,Q,203.00,208.45,203.00,206.60,206.60,204.00,107,3889,807519.00,
532664,AMAR REMEDIE,B ,Q,130.00,131.80,129.60,130.25,130.25,129.75,157,41712,5438690.00,
521097,AMARJOTHI SP,B ,Q,47.05,51.95,46.80,47.25,47.40,52.35,28,1600,76539.00,
532335,AMBICA AGAR.,B ,Q,5.83,6.20,5.83,6.20,6.20,5.85,24,11160,69053.00,
531978,AMBIKA COTTO,B ,Q,158.50,158.50,158.45,158.50,158.50,157.80,7,415,65771.00,
526439,AMBITIOUS PL,T ,Q,4.48,4.94,4.48,4.94,4.94,4.71,4,292,1397.00,
500425,AMBUJA CEME ,A ,Q,152.70,154.00,151.25,152.05,152.05,151.95,1005,106773,16275158.00,
530133,AMCO INDIA L,B ,Q,20.30,20.40,20.30,20.40,20.40,19.75,2,240,4876.00,
532828,AMD INDUS   ,B ,Q,15.25,15.41,14.92,15.06,15.06,14.80,16,2085,31652.00,
513117,AMFORGE IND.,B ,Q,2.11,2.14,2.11,2.14,2.14,1.95,3,1100,2336.00,
531300,AMIT INTNL. ,T ,Q,5.76,5.76,5.22,5.60,5.60,5.49,6,861,4837.00,
521076,AMIT SPIN.  ,B ,Q,1.65,1.65,1.65,1.65,1.65,1.70,1,100,165.00,
526241,AMRAPALI IND,T ,Q,3.61,3.96,3.61,3.96,3.96,3.78,5,4395,17358.00,
531728,AMRIT BANAS ,B ,Q,210.00,210.00,198.00,198.00,198.00,200.00,5,85,17000.00,
590006,AMRUTANJAN  ,B ,Q,684.50,717.90,675.00,705.70,705.70,677.80,6111,125174,88282773.00,
520077,AMTEK AUTO  ,A ,Q,98.70,110.00,98.45,106.35,106.35,97.50,4279,295587,30956509.00,
532282,AMTEK INDIA ,B ,Q,94.00,98.50,79.00,97.95,97.95,96.85,507,160355,15755690.00,
531761,AMULYA LEAS.,T ,Q,32.30,34.00,32.30,34.00,34.00,33.95,5,180,5822.00,
531678,ANAND CREDIT,B ,Q,2.50,2.70,2.27,2.68,2.70,2.66,17,7786,20061.00,
515055,ANANT RAJ IN,B ,Q,44.00,51.90,44.00,51.90,51.90,43.25,3720,386484,19130961.00,
530375,ANCENT SOFT.,T ,Q,5.35,5.35,5.35,5.35,5.35,5.10,1,25,133.00,
532418,ANDHRA BANK ,A ,Q,86.95,91.60,86.95,90.65,91.50,86.30,1064,65045,5826793.00,
532141,ANDHRA CEMEN,T ,Q,11.54,11.70,11.40,11.41,11.41,11.40,27,22688,260919.00,
502330,ANDHRA PAPER,B ,Q,132.90,143.00,132.90,139.95,139.95,131.65,951,51032,7062553.00,
500012,ANDHRA PETRO,B ,Q,23.95,25.10,23.50,25.00,25.05,23.40,220,102274,2499608.00,
590062,ANDHRA SUGAR,B ,Q,116.40,116.40,114.05,114.80,114.35,115.00,57,2670,307684.00,
526173,ANDREW YULE ,B ,Q,21.37,22.00,20.52,20.71,20.71,21.37,975,207721,4402651.00,
530721,ANGIND      ,B ,Q,16.95,16.95,16.05,16.50,16.40,16.00,32,4154,68275.00,
519383,ANIK INDS   ,B ,Q,27.55,30.95,27.55,29.90,29.50,27.45,133,15169,446951.00,
504629,ANIL SP STEL,B ,Q,6.88,7.00,6.88,7.00,7.00,7.00,3,215,1499.00,
532910,ANILLTD     ,B ,Q,267.00,270.80,264.50,269.75,267.00,266.05,111,4339,1154380.00,
518091,ANJANI PORTL,B ,Q,28.55,29.80,28.50,29.50,29.50,29.35,16,1255,36923.00,
531223,ANJANI SYNT.,B ,Q,0.63,0.64,0.58,0.59,0.59,0.58,20,42502,25742.00,
532870,ANKIT METAL ,B ,Q,14.90,16.69,14.86,15.43,15.45,14.78,26,6928,107209.00,
531683,ANKUR DRUGS ,B ,Q,16.95,17.30,16.50,17.30,17.30,16.50,132,24170,408924.00,
531519,ANKUSH FINST,B ,Q,7.50,9.15,7.49,9.15,9.15,8.32,56,18167,159981.00,
523007,ANSAL BUILD.,B ,Q,41.85,41.85,36.05,38.25,38.45,35.70,26,5164,194061.00,
507828,ANSAL HOUS. ,B ,Q,33.10,35.75,32.70,35.30,35.50,33.60,107,5964,209337.00,
500013,ANSAL INFRAS,B ,Q,27.30,29.35,26.65,28.70,28.70,26.55,951,122392,3466330.00,
505665,ANTIF BEARNG,B ,Q,91.20,95.75,91.20,95.20,95.00,93.45,62,3559,336807.00,
532981,ANU LABS    ,B ,Q,1.79,1.88,1.72,1.84,1.84,1.74,203,106924,195018.00,
506260,ANUH PHARMA ,B ,Q,120.25,126.00,120.05,125.20,125.20,120.40,86,3266,402754.00,
532259,APAR INDUS. ,B ,Q,118.00,125.65,116.00,119.90,119.90,117.90,63,1162,141245.00,
523694,APCOTEX IND*,B ,Q,133.20,142.35,133.15,139.05,139.05,133.30,102,666,92610.00,
533758,APL APOLLO  ,B ,Q,138.95,142.75,135.25,137.00,137.00,137.30,100,17718,2482075.00,
517096,APLAB LTD.  ,B ,Q,26.00,26.00,25.65,25.70,25.70,24.05,5,226,5813.00,
523537,APM INDUS.  ,B ,Q,13.19,13.19,11.81,12.80,12.86,12.37,17,1072,13657.00,
508869,APOLLO HOSP.,A ,Q,583.00,597.50,582.05,588.05,588.05,578.25,2524,55076,32511081.00,
500877,APOLLO TYRES,A ,Q,63.95,67.50,63.95,67.05,67.05,63.65,4667,392243,25856524.00,
500014,APPLE FINANC,B ,Q,2.28,2.28,2.11,2.24,2.24,2.18,27,10788,23517.00,
532475,APTECH LTD  ,B ,Q,76.20,90.90,76.20,90.90,90.90,75.75,8017,805243,70263873.00,
590033,APW PRES    ,T ,Q,187.10,188.70,185.05,185.55,185.05,187.00,17,2550,475774.00,
533159,AQUA LOGIST ,B ,Q,9.00,9.49,8.33,9.19,9.19,8.96,298,708029,6534727.00,
512344,ARAVALI SEC.,B ,Q,11.58,11.58,11.00,11.15,11.15,11.03,13,4753,52386.00,
531160,ARCADIA MERC,T ,Q,12.99,13.19,12.21,13.02,13.08,12.66,85,11129,141826.00,
530565,ARCHANA SOFT,B ,Q,4.84,4.98,4.75,4.75,4.75,4.98,24,2125,10267.00,
532994,ARCHIDPLY IN,T ,Q,13.50,13.50,12.50,12.65,12.65,13.15,16,966,12510.00,
532212,ARCHIES LTD ,B ,Q,27.05,28.10,26.20,27.10,27.10,26.90,313,28463,781280.00,
532914,ARCOTECH LTD,B ,Q,36.00,36.00,27.75,30.75,30.30,30.15,27,10977,341970.00,
532114,AREALTY     ,B ,Q,5.60,5.65,5.37,5.65,5.65,5.39,35,17391,94277.00,
522275,AREVA       ,B ,Q,163.45,169.30,163.45,168.10,168.10,164.50,557,19122,3192488.00,
532935,ARIES AGRO  ,B ,Q,74.00,77.40,74.00,75.05,75.05,73.60,294,5823,441443.00,
506194,ARIH SUPER  ,B ,Q,60.50,60.60,60.00,60.05,60.45,60.10,40,7040,422842.00,
511605,ARIHANT CAP.,B ,Q,22.85,22.85,21.20,21.25,21.25,21.35,4,42,924.00,
531381,ARIHANT FOUN,B ,Q,40.90,40.90,40.50,40.50,40.50,39.00,2,200,8140.00,
531017,ARIHANT SEC.,T ,Q,9.20,9.20,9.20,9.20,9.20,9.20,2,200,1840.00,
531179,ARMAN FIN   ,B ,Q,28.60,28.60,28.50,28.50,28.50,29.10,5,1000,28510.00,
532397,ARMS PAPER  ,B ,Q,8.09,8.09,7.34,7.34,7.34,7.71,3,125,936.00,
513729,ARO GRANITE ,B ,Q,35.00,37.50,35.00,35.35,35.35,34.85,10,544,19303.00,
531560,AROMA ENT   ,T ,Q,26.60,26.60,26.60,26.60,26.60,27.95,2,200,5320.00,
512273,ARONI COMM  ,T ,Q,36.00,36.40,36.00,36.40,36.40,34.70,2,140,5076.00,
521174,ARORA FIBRES,T ,Q,15.60,15.60,15.60,15.60,15.60,14.90,1,400,6240.00,
516064,ARROW COATED,B ,Q,7.24,7.24,7.24,7.24,7.24,6.94,1,1,7.00,
531448,ARROW SEC.  ,B ,Q,14.09,14.12,14.00,14.00,14.00,13.45,21,5414,76267.00,
533068,ARROW TEX   ,B ,Q,6.69,6.80,6.39,6.72,6.72,6.60,30,4670,30917.00,
506074,ARSHYIA INTL,B ,Q,125.60,129.50,125.60,127.20,127.20,124.80,1710,56525,7196496.00,
531320,ARSI COSMET.,B ,Q,13.90,14.05,13.25,14.00,14.00,13.40,8,64,895.00,
533163,ARSS INFRA  ,B ,Q,124.00,125.70,122.00,125.70,125.70,119.75,324,25793,3212733.00,
522134,ARTSON ENG  ,B ,Q,23.55,25.30,23.00,24.50,24.95,24.25,81,8164,194987.00,
590114,ARUNJYOTI EN,B ,Q,25.85,25.85,25.85,25.85,25.85,27.20,34,6434,166318.00,
524760,ARVIND INTER,B ,Q,11.55,11.55,10.17,10.57,10.55,10.15,39,9964,104711.00,
500101,ARVIND Ltd  ,B ,Q,76.40,78.80,75.05,78.25,78.25,75.95,3823,529550,40993060.00,
532489,ARVIND PRODU,B ,Q,6.50,6.88,6.27,6.83,6.84,6.39,86,5686,37993.00,
531823,ARVIND REM. ,B ,Q,2.02,2.10,2.02,2.09,2.10,2.02,56,88215,182399.00,
530245,ARYAMAN FIN.,B ,Q,21.60,21.75,21.50,21.75,21.75,22.60,4,125,2697.00,
515030,ASAHI IN.GLA,B ,Q,58.00,62.85,58.00,62.00,61.70,57.35,232,45066,2723765.00,
512535,ASAHI INFRA.,B ,Q,1.91,2.10,1.91,2.09,2.10,1.97,62,20673,42810.00,
532853,ASAHI SONG  ,B ,Q,81.20,87.30,80.00,86.50,86.00,80.50,329,32064,2673772.00,
511750,ASCENT EXIM ,T ,Q,2.50,2.50,2.50,2.50,2.50,2.60,15,3000,7500.00,
527001,ASHAPURA LTD,B ,Q,14.90,15.75,14.65,15.57,15.57,14.57,366,50340,772738.00,
517565,ASHCO NIUL  ,T ,Q,2.26,2.38,2.24,2.37,2.38,2.27,16,12595,29941.00,
523716,ASHIANA HOU ,B ,Q,169.95,169.95,143.10,150.95,150.70,143.00,34,2225,326277.00,
513401,ASHIANA ISP.,B ,Q,13.84,13.85,13.84,13.85,13.85,13.20,2,175,2423.00,
590122,ASHIKACR    ,B ,Q,53.00,61.50,53.00,57.35,57.40,53.50,33,61403,3505595.00,
514286,ASHIMA LTD. ,B ,Q,4.15,4.19,4.04,4.09,4.09,4.03,15,2247,9219.00,
512247,ASHIRWAD CAP,B ,Q,1.50,1.50,1.42,1.42,1.42,1.45,8,5600,8134.00,
500477,ASHOK LEYL. ,A ,Q,23.60,24.20,23.50,24.00,24.00,23.45,2018,1256742,29856739.00,
533271,ASHOKA      ,B ,Q,180.00,189.95,180.00,184.00,184.00,183.20,5,11,2015.00,
524594,ASHOK-ALCO  ,T ,Q,17.20,17.20,17.20,17.20,17.20,16.50,1,27,464.00,
531568,ASHUTOSH PAP,T ,Q,111.95,111.95,111.95,111.95,111.95,117.80,1,100,11195.00,
532435,ASIAHR TECH ,T ,Q,5.90,5.94,5.90,5.94,5.94,5.66,4,1250,7385.00,
503940,ASIAN ELECTR,B ,Q,6.75,7.13,6.45,7.13,7.13,6.49,217,44157,302602.00,
532047,ASIAN FILMS ,T ,Q,1.38,1.50,1.36,1.36,1.36,1.43,6,6200,8471.00,
532888,ASIAN GRANIT,B ,Q,36.35,37.25,34.25,37.25,37.25,31.05,51,2585,95109.00,
533227,ASIAN HTL E ,B ,Q,301.00,305.00,295.00,295.00,295.00,296.25,8,515,154150.00,
533221,ASIAN HTL W ,B ,Q,130.50,133.85,121.00,129.95,122.15,129.00,47,47,5850.00,
530355,ASIAN OILFIE,B ,Q,32.00,34.00,31.35,33.50,33.60,31.25,19,7890,261087.00,
500820,ASIAN PAINTS,A ,Q,2684.00,2694.00,2646.25,2657.95,2657.95,2670.40,327,2031,5422389.00,
531847,ASIAN STAR  ,B ,Q,1100.00,1100.00,1100.00,1100.00,1100.00,1055.50,1,1,1100.00,
519532,ASIAN TEA   ,B ,Q,18.90,21.50,18.90,20.20,20.20,17.95,37,34486,666882.00,
500023,ASIANHOTNR  ,B ,Q,174.95,174.95,163.00,163.00,163.00,160.50,15,94,15423.00,
530723,ASIT C FIN  ,B ,Q,20.95,22.90,20.80,20.85,20.85,21.85,9,470,9825.00,
526433,ASM TECHNOLO,B ,Q,59.15,59.15,59.15,59.15,59.15,59.10,1,100,5915.00,
500024,ASSAMCO     ,B ,Q,8.60,8.75,8.32,8.59,8.59,8.40,281,89266,769634.00,
507526,ASSO.ALCOHOL,B ,Q,24.65,24.65,18.25,20.50,20.60,20.70,26,2825,58074.00,
533138,ASTEC LIFE  ,B ,Q,31.00,32.15,31.00,31.50,31.30,31.10,54,4377,137748.00,
533219,ASTERSILI   ,B ,Q,10.95,11.00,10.56,10.91,11.00,10.80,37,2173,23582.00,
532493,ASTRA MICRO ,B ,Q,35.20,36.45,34.15,35.80,35.95,34.50,167,13123,469689.00,
532830,ASTRAL POLY ,B ,Q,141.45,147.50,140.60,147.05,147.00,140.70,95,2915,422630.00,
506820,ASTRAZEN.PH.,B ,Q,1397.20,1503.00,1397.20,1488.05,1460.00,1377.80,290,2129,3103832.00,
530187,ATHARV ENT  ,B ,Q,26.05,26.05,26.05,26.05,26.05,27.15,3,1200,31260.00,
532759,ATLANTA     ,B ,Q,58.75,65.35,58.40,62.40,62.40,58.25,2713,227408,14172254.00,
505029,ATLAS CYCLES,B ,Q,285.00,302.15,284.30,296.45,296.45,282.40,2549,64021,18896060.00,
511427,ATN INTER.  ,B ,Q,0.82,0.92,0.81,0.81,0.81,0.81,7,4502,3693.00,
531795,ATUL AUTO   ,T ,Q,111.00,113.00,111.00,113.00,113.00,112.90,29,2221,250790.00,
500027,ATUL LTD.   ,B ,Q,153.00,161.80,153.00,158.15,158.15,152.20,319,11167,1765894.00,
500028,ATV PROJECTS,T ,Q,1.70,1.78,1.70,1.71,1.78,1.70,20,14385,25283.00,
